name,address,latitude,longitude,RestaurantsPriceRange2,stars,business_type,kitchen_type,veggy,GoodForKids,RestaurantsDelivery,WiFi,Alcohol,OutdoorSeating,garage,lot,valet,breakfast,brunch,lunch,dinner,dessert,latenight,romantic,intimate,upscale,casual,trendy,classy,RestaurantsReservations,review_count,parking,Sunday_open,Sunday_close,Monday_open,Monday_close,Tuesday_open,Tuesday_close,Wednesday_open,Wednesday_close,Thursday_open,Thursday_close,Friday_open,Friday_close,Saturday_open,Saturday_close
Flying Cranes Cafe,13006 Larchmere Blvd,41.487072,-81.591684,2,3.5,other,Japanese,other,TRUE,FALSE,no,none,TRUE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,60,FALSE,10:30:00,15:00:00,,,,,11:30:00,15:00:00,17:30:00,20:00:00,17:30:00,20:00:00,17:30:00,20:00:00
Wahlburgers,2105 Ontario St,41.497812,-81.691629,2,3.5,Burgers,other,other,TRUE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,279,FALSE,11:00:00,21:00:00,,,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Bruno's Ristorante,2644 W 41st St,41.4713385,-81.7136123,2,4,Event Planning & Services,Italian,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,TRUE,173,TRUE,16:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,16:00:00,23:00:00
Columbo Room,1988 Noble Rd,41.5400121,-81.5629315,1,5,other,other,other,FALSE,FALSE,,,FALSE,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,,,,,,,,,,,,,,
Starbucks,11302 Euclid Avenue,41.508233,-81.605894,1,3.5,Cafes,other,other,TRUE,FALSE,free,none,FALSE,TRUE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,TRUE,5:00:00,22:00:00,5:00:00,22:00:00,5:00:00,22:00:00,5:00:00,22:00:00,5:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00
Chipotle Mexican Grill,224 Euclid Ave,41.49939939,-81.69167679,1,2.5,Fast Food,Mexican,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,61,FALSE,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00
Mel's Cafe,721 Bolivar Rd,41.497425,-81.686031,1,4.5,Cafes,other,other,TRUE,TRUE,free,none,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,44,FALSE,8:00:00,14:00:00,,,7:00:00,20:00:00,7:00:00,20:00:00,8:00:00,14:00:00,7:00:00,20:00:00,8:00:00,21:00:00
Wild Eagle Saloon,921 Huron Rd E,41.4996715,-81.6850508,2,3.5,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,67,TRUE,10:00:00,22:00:00,,,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,2:00:00,11:00:00,2:00:00
Taza A Lebanese Grill,1400 W 6th St,41.49888548,-81.69818845,2,4.5,Bars,Mediterranean,other,TRUE,FALSE,free,full_bar,TRUE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,353,TRUE,12:00:00,22:00:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,23:00:00,12:00:00,23:00:00
Papa John's Pizza,5358 Turney Rd,41.416393,-81.6058962,1,2.5,other,other,other,,TRUE,,,,,,,,,,,,,FALSE,,,,,,,5,FALSE,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Cleveland Deli and Beverage,14939 Puritas Ave,41.433372,-81.8008714,1,3.5,Delis,other,other,TRUE,FALSE,no,beer_and_wine,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,,,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00
Great Lakes Brewing Company,2516 Market Ave,41.484399,-81.7045211,2,4,Event Planning & Services,other,other,TRUE,,free,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,995,FALSE,12:00:00,22:00:00,,,11:30:00,0:00:00,11:30:00,0:00:00,11:30:00,0:00:00,11:30:00,1:00:00,11:00:00,1:00:00
Gus's Diner One Eight Five,797 E 185th St,41.5857118,-81.5495567,1,3.5,Diners,other,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,31,TRUE,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00
Charley's Philly Steaks,230 W Huron Rd,41.4971659,-81.6940644,,1,other,other,other,,TRUE,,,,,,,,,,,,,FALSE,,,,,,,3,FALSE,,,,,,,,,,,,,,
Steve's Hot Dogs Diner,6850 Biddulph Plz,41.4303616,-81.7332512,1,4,Diners,other,other,TRUE,FALSE,free,none,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,45,TRUE,,,,,,,,,,,,,,
Common Grounds,17104 Lorain Ave,41.4505196,-81.8160821,1,4,Cafes,other,other,TRUE,TRUE,free,,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,,,,,,,39,TRUE,,,,,,,,,,,,,,
Pulp Juice And Smoothie Bar,11501 Clifton Blvd.,41.48683835,-81.76654959,2,4,Bars,other,other,,,free,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,TRUE,10:00:00,20:00:00,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00,9:00:00,21:00:00
Mama Santa's,12301 Mayfield Rd,41.5088577,-81.5972412,2,3.5,other,Italian,other,TRUE,FALSE,no,beer_and_wine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,308,FALSE,,,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Critics Cafe,"200 Public Sq, Ste 103",41.5000373,-81.6919258,,2.5,other,other,other,,,,,,,,,,,,,,,FALSE,,,,,,,3,FALSE,,,,,,,,,,,,,,
Natey's Breakfast and More,6116 Wilson Mills Rd,41.53608677,-81.45905948,,2.5,other,other,other,,,,,,,,,,,,,,,FALSE,,,,,,,3,FALSE,,,,,,,,,,,,,,
Flying Fig,2523 Market Ave,41.48418051,-81.70431391,2,4,Bars,other,veg,FALSE,FALSE,no,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,466,TRUE,17:00:00,22:00:00,,,,,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,23:00:00,17:00:00,23:00:00
B&M Bar-b-que,"300 E 152nd St, Ste 358",41.573172,-81.575503,1,3,other,other,other,FALSE,FALSE,no,,TRUE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,TRUE,,,,,,,,,,,,,,
Burger King,4123 Pearl Rd,41.4430534,-81.7034948,1,3.5,Fast Food,other,other,TRUE,,,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,7:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,1:00:00,6:00:00,1:00:00
Cathy's - Gourmet Ice Cream Sandwiches,401 Euclid Ave,41.4999744,-81.6902403,1,4,other,other,other,,,no,,,,FALSE,FALSE,,,,,,,FALSE,,,,,,,87,FALSE,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,1:00:00,11:00:00,1:00:00
Touch Supper Truck,,41.4857101,-81.6966306,1,4.5,other,other,other,TRUE,FALSE,no,none,TRUE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,,,,,,,,,,,,,,
Burger King,2828 Carnegie Ave,41.499427,-81.6680124,1,2,Fast Food,other,other,TRUE,,no,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,7:00:00,22:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,0:00:00,6:00:00,23:00:00
Mia Bella Restaurant,12200 Mayfield Rd,41.5085071,-81.5978057,2,4.5,other,Italian,other,TRUE,FALSE,no,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,616,FALSE,12:00:00,21:00:00,16:30:00,22:00:00,16:30:00,22:00:00,16:30:00,22:00:00,16:30:00,22:00:00,12:00:00,23:00:00,12:00:00,23:00:00
Famous Gyro George,6700 Harvard Ave,41.4477534,-81.6427777,1,2.5,other,Greek,other,TRUE,FALSE,,,,,,,,,,,,,FALSE,,,,,,FALSE,3,FALSE,,,,,,,,,,,,,,
Pizza Hut,7941 Euclid Ave,41.5042823,-81.6327169,1,1.5,other,Italian,other,TRUE,TRUE,,none,FALSE,,,,,,,,,,FALSE,,,,,,FALSE,10,FALSE,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Ocho Rios True Island Cuisine,1007 Ivanhoe Rd,41.5521079,-81.5733489,1,3.5,other,Caribbean,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,,,9:00:00,22:00:00,9:00:00,22:00:00,9:00:00,22:00:00,9:00:00,22:00:00,9:00:00,23:00:00,9:00:00,23:00:00
Don's Lighthouse,8905 Lake Ave,41.484518,-81.746095,2,3.5,Steakhouses,other,other,FALSE,FALSE,free,full_bar,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,158,TRUE,16:00:00,21:30:00,11:30:00,23:00:00,11:30:00,23:00:00,11:30:00,23:00:00,11:30:00,23:00:00,11:30:00,0:00:00,17:00:00,0:00:00
Nana's Kitchen,4193 W 150th St,41.44080016,-81.80005789,2,2.5,other,Italian,other,TRUE,FALSE,,None,FALSE,,,,,,,,,,FALSE,,,,,,TRUE,9,FALSE,,,,,,,,,,,,,,
Sokolowski's University Inn,1201 University Rd,41.4847881,-81.6900652,2,4.5,Bars,other,other,TRUE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,549,TRUE,,,11:00:00,15:00:00,11:00:00,15:00:00,11:00:00,15:00:00,11:00:00,15:00:00,17:00:00,21:00:00,16:00:00,21:00:00
Papa Nick's Pizza & Pasta,11534 Clifton Blvd,41.487438,-81.767195,1,3.5,other,other,other,TRUE,TRUE,free,beer_and_wine,TRUE,FALSE,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,TRUE,,,FALSE,48,TRUE,13:00:00,21:00:00,16:00:00,22:00:00,16:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,12:00:00,23:00:00
Wendy's,8104 Broadway,41.4511779,-81.6309292,1,2.5,Fast Food,other,other,TRUE,FALSE,,,FALSE,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,11:00:00,22:00:00,10:30:00,23:00:00,10:30:00,23:00:00,10:30:00,23:00:00,10:30:00,23:00:00,10:30:00,0:00:00,10:30:00,0:00:00
Chapati Indian Grill,2215 Chester Ave,41.50383816,-81.67554328,1,2.5,other,Indian,other,TRUE,TRUE,free,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,FALSE,12:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,12:00:00,21:00:00
Nate's Deli & Restaurant,22098 Lorain Rd,41.4414284,-81.8657414,1,3.5,Delis,Middle Eastern,other,TRUE,FALSE,no,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,FALSE,20,FALSE,,,,,,,,,,,,,,
Banana Blossom Thai Cuisine,2800 Clinton Ave,41.4889136,-81.7090449,2,4,other,Thai,other,TRUE,FALSE,no,full_bar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,186,FALSE,16:00:00,21:00:00,17:00:00,21:30:00,17:00:00,21:30:00,17:00:00,21:30:00,17:00:00,21:30:00,17:00:00,22:30:00,16:00:00,22:30:00
Hodge's,668 Euclid Ave,41.4995379,-81.6882473,2,4,Bars,other,other,FALSE,TRUE,no,full_bar,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,371,TRUE,16:00:00,21:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,23:00:00,11:30:00,23:00:00
Einstein Bros,11100 Euclid Ave,41.506638,-81.604965,1,3,Fast Food,other,other,TRUE,FALSE,,none,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,7,FALSE,,,,,,,,,,,,,,
Las Dos Fronteras,3292 Fulton Rd,41.4645484,-81.7094175,1,3.5,other,Mexican,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,52,TRUE,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00
The South Side,2207 W 11th St,41.4820374,-81.6890058,2,3.5,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,360,TRUE,10:30:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,11:30:00,2:00:00
Red The Steakhouse,417 Prospect Ave E,41.4985864,-81.6895733,3,4,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,237,TRUE,,,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,23:00:00,17:00:00,0:00:00,17:00:00,0:00:00
District,1350 Euclid Ave,41.50023336,-81.68149383,2,3.5,other,other,other,FALSE,FALSE,free,full_bar,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,130,TRUE,11:00:00,21:00:00,,,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Tandul,2505 Professor Ave,41.477919,-81.6825795,2,4,Bars,Indian,other,TRUE,TRUE,no,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,,FALSE,TRUE,,,TRUE,194,TRUE,12:00:00,22:30:00,14:00:00,22:00:00,14:00:00,22:00:00,14:00:00,22:00:00,14:00:00,22:00:00,12:00:00,22:30:00,12:00:00,22:30:00
Zaytoon Lebanese Kitchen,1150 Huron Rd E,41.4999353,-81.6833204,2,4.5,other,Middle Eastern,other,TRUE,FALSE,,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,68,FALSE,,,8:00:00,15:00:00,8:00:00,15:00:00,8:00:00,15:00:00,8:00:00,15:00:00,8:00:00,15:00:00,10:30:00,15:00:00
Caribe Bake Shop,2906 Fulton Rd,41.4723506,-81.7077925,1,4,Bakeries,Latin American,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,TRUE,7:00:00,18:00:00,7:00:00,19:00:00,7:00:00,19:00:00,7:00:00,19:00:00,7:00:00,19:00:00,7:00:00,19:00:00,7:00:00,19:00:00
Georgio's Oven Fresh Pizza,3888 W 130th St,41.4483738,-81.780176,1,2.5,other,other,other,FALSE,TRUE,,none,FALSE,,,,,,,,,,FALSE,,,,,,FALSE,5,FALSE,12:00:00,20:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Our Town and All Around Dining Directory,6110 Mayfield Rd,41.5197998,-81.4592481,,3.5,other,other,other,,,,,,,,,,,,,,,FALSE,,,,,,,3,FALSE,,,,,,,,,,,,,,
Earth Bistro Cafe,11100 Clifton Ave,41.4863845,-81.7626989,2,4.5,Bars,other,veg,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,169,FALSE,10:00:00,15:00:00,,,,,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00
Napoleon's Pizza,5956 State Rd,41.4008789,-81.710724,2,4,other,other,other,TRUE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,FALSE,11:00:00,21:00:00,15:00:00,21:00:00,15:00:00,21:00:00,15:00:00,21:00:00,11:00:00,21:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Giovanni's Meats & Deli,5716 Mayfield Rd,41.5198247,-81.473596,1,4,Delis,other,other,FALSE,TRUE,no,beer_and_wine,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,TRUE,,,9:00:00,18:00:00,9:00:00,18:00:00,,,9:00:00,18:00:00,9:00:00,18:00:00,8:00:00,18:00:00
Al's Deli,1717 E 9th,41.50223884,-81.68811575,1,4,Delis,Middle Eastern,other,TRUE,TRUE,free,none,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,TRUE,,,6:30:00,15:00:00,6:30:00,15:00:00,6:30:00,15:00:00,6:30:00,15:00:00,6:30:00,15:00:00,6:30:00,14:00:00
Bylo Gyro Bob's,14007 Puritas Ave,41.4332682,-81.7905038,1,5,other,other,other,TRUE,FALSE,,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,,,,,,,,,,,,,,
Stone Oven Bakery Cafe,2267 Lee Rd,41.49795366,-81.5648158,1,4,Cafes,other,other,,FALSE,free,none,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,114,TRUE,8:00:00,19:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,8:00:00,20:00:00
Burger King,8515 Euclid Ave,41.50395513,-81.62747138,1,3,Fast Food,other,other,TRUE,FALSE,free,none,TRUE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,TRUE,7:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00
Steve's Family Restaurant,4457 Broadview Rd,41.4346077,-81.6968199,1,4.5,Diners,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,FALSE,7:00:00,15:00:00,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00
The Bourbon Street Barrel Room,2393 Professor Ave,41.48004219,-81.68503502,2,4,Bars,other,other,TRUE,FALSE,free,full_bar,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,479,TRUE,10:00:00,21:00:00,16:30:00,21:30:00,16:30:00,21:30:00,16:30:00,21:30:00,16:30:00,21:30:00,16:30:00,1:00:00,12:00:00,1:00:00
Cedarland Mediterranean Cuisine,3323 W 25th St,41.4637839,-81.6999238,2,4.5,other,Mediterranean,other,TRUE,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,FALSE,,,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,10:00:00,15:00:00
The Madison Grille,9605 Madison Ave,41.4768603,-81.7498623,,4,other,other,other,,,,,,,,,,,,,,,FALSE,,,,,,,4,FALSE,,,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,12:00:00,2:30:00
Corbo's Bakery,12210 Mayfield Rd,41.50841,-81.5975895,1,4,Bakeries,other,other,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,,124,FALSE,8:00:00,18:00:00,,,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,22:00:00,8:00:00,22:00:00
Maha's Falafil,1979 W 25th St,41.484808,-81.70289,1,4.5,other,Mediterranean,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,60,FALSE,10:00:00,19:30:00,7:00:00,20:00:00,10:30:00,20:00:00,7:00:00,20:00:00,10:30:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00
Il Rione,1303 W 65th St,41.486704,-81.729939,2,4.5,Bars,Italian,other,TRUE,FALSE,no,beer_and_wine,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,,FALSE,138,FALSE,,,,,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,23:00:00,16:00:00,23:00:00
Sbarro,26300 Cedar Rd,41.498488,-81.4941423,,3,other,Italian,other,,,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,FALSE,,,,,,,,,,,,,,
Academy Tavern,12800 Larchmere Blvd,41.4873019,-81.5930608,2,4,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,69,FALSE,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00,20:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00
State Road Pizza,5320 State Rd,41.415636,-81.710499,1,4.5,other,other,other,,TRUE,,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,16,FALSE,15:00:00,21:00:00,,,15:30:00,21:00:00,15:30:00,21:00:00,15:30:00,21:00:00,15:00:00,23:00:00,14:00:00,22:00:00
Potbelly Sandwich Shop,"11425 Euclid Ave, Unit 2",41.509531,-81.604837,1,3.5,Bars,Italian,other,TRUE,TRUE,free,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30,FALSE,11:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,11:00:00,21:00:00
Pizza Hut,"2211 Chester Ave, Ste B",41.50406183,-81.67463,1,2,other,Italian,other,TRUE,TRUE,,,FALSE,,,,,,,,,,FALSE,,,,,,FALSE,16,FALSE,10:30:00,23:00:00,10:30:00,23:00:00,10:30:00,23:00:00,10:30:00,23:00:00,10:30:00,23:00:00,10:30:00,0:00:00,11:00:00,0:00:00
King Fong,14055 Lorain Ave,41.4543631,-81.7915459,1,4,other,Chinese,other,FALSE,TRUE,no,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,TRUE,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00
